,age,income,children,gender_FEMALE,gender_MALE,region_INNER_CITY,region_RURAL,region_SUBURBAN,region_TOWN,married_NO,married_YES,car_NO,car_YES,savings_acct_NO,savings_acct_YES,current_acct_NO,current_acct_YES,mortgage_NO,mortgage_YES,pep_NO,pep_YES,id
74,0.9387755102040817,0.820081908751634,0.6666666666666666,1,0,1,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,ID12175
75,0.8367346938775511,0.5264702992589463,0.6666666666666666,1,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,0,1,ID12176
76,0.5510204081632653,0.3774146795308478,0.0,1,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1,1,0,ID12177
77,0.8775510204081632,0.7647218342522156,0.3333333333333333,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,ID12178
78,0.24489795918367346,0.16708494010846262,0.0,1,0,1,0,0,0,0,1,0,1,1,0,0,1,1,0,1,0,ID12179
79,0.8163265306122449,0.5077903822861528,0.6666666666666666,1,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,1,ID12180
80,0.6530612244897959,0.293170938275229,1.0,1,0,0,0,0,1,1,0,1,0,0,1,0,1,1,0,0,1,ID12181
81,0.24489795918367346,0.39221441846627486,1.0,0,1,1,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,ID12182
82,0.22448979591836735,0.13038069278470998,0.3333333333333333,1,0,1,0,0,0,0,1,1,0,0,1,0,1,1,0,1,0,ID12183
83,0.3469387755102041,0.1958189059825119,0.3333333333333333,0,1,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1,ID12184
84,0.8979591836734694,0.32713755222538965,0.0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1,ID12185
85,0.3673469387755102,0.4588915355163622,0.3333333333333333,0,1,1,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,ID12186
86,0.14285714285714285,0.1808591419661645,0.0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,1,0,1,0,ID12187
87,0.9795918367346939,0.30194822792871284,0.0,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1,1,0,ID12188
88,0.24489795918367346,0.18642904720206474,0.0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,1,1,0,ID12189
89,0.7346938775510204,0.4487824242216715,0.6666666666666666,1,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,ID12190
90,0.3877551020408163,0.3407035494079158,0.3333333333333333,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,ID12191
91,0.20408163265306123,0.3512824117465981,0.6666666666666666,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,1,0,ID12192
92,0.7142857142857143,0.5136682927853294,0.0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0,1,ID12193
93,0.8775510204081632,0.6463789851622336,0.6666666666666666,0,1,1,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,ID12194
94,0.8775510204081632,0.6213995862405274,0.0,1,0,1,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,ID12195
95,0.0,0.0856203010914915,0.0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,1,0,1,0,ID12196
96,0.08163265306122448,0.050492386849792716,0.3333333333333333,0,1,1,0,0,0,0,1,1,0,1,0,1,0,0,1,1,0,ID12197
97,0.32653061224489793,0.44491429108286906,0.6666666666666666,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,ID12198
98,0.3469387755102041,0.12236911453993046,0.6666666666666666,1,0,1,0,0,0,1,0,1,0,0,1,0,1,1,0,1,0,ID12199
99,0.0,0.17782898962744956,0.0,1,0,0,1,0,0,0,1,0,1,1,0,0,1,1,0,1,0,ID12200
100,0.7346938775510204,0.37328327932343464,0.3333333333333333,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1,ID12201
101,0.1836734693877551,0.11339738580962969,0.6666666666666666,1,0,1,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,ID12202
102,0.4897959183673469,0.1804272463176594,0.0,0,1,1,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,ID12203
103,0.5102040816326531,0.48307425043305713,0.0,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0,1,1,0,ID12204
104,0.9387755102040817,0.5075959432093357,0.3333333333333333,1,0,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1,ID12205
105,0.5102040816326531,0.4711498008548093,1.0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,ID12206
106,0.6326530612244898,0.7161344341452914,0.0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,1,0,1,0,ID12207
107,0.10204081632653061,0.13809803136457172,0.0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,1,0,1,0,ID12208
108,0.10204081632653061,0.13193792609904106,0.0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1,ID12209
109,0.24489795918367346,0.3272304700143111,0.6666666666666666,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,ID12210
110,0.3673469387755102,0.5560663357302108,0.6666666666666666,0,1,0,0,0,1,1,0,1,0,0,1,0,1,1,0,0,1,ID12211
111,0.32653061224489793,0.34962881924375594,1.0,0,1,1,0,0,0,0,1,0,1,1,0,1,0,0,1,1,0,ID12212
112,0.673469387755102,0.5520003221150016,0.0,1,0,1,0,0,0,0,1,0,1,1,0,0,1,1,0,1,0,ID12213
113,0.3673469387755102,0.49240216402089,0.6666666666666666,0,1,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,1,ID12214
114,0.7755102040816326,0.6575480475305463,0.3333333333333333,0,1,1,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,ID12215
115,0.7346938775510204,0.7361599383576506,0.0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,1,0,1,0,ID12216
116,0.7755102040816326,0.28763372633543083,0.6666666666666666,1,0,0,0,0,1,0,1,1,0,0,1,1,0,1,0,1,0,ID12217
117,0.16326530612244897,0.08654930691072614,1.0,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0,ID12218
118,0.42857142857142855,0.21088707408593416,0.0,0,1,0,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,ID12219
119,0.9387755102040817,0.7011987599260718,1.0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,1,ID12220
120,0.5714285714285714,0.4217657167428736,0.6666666666666666,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,1,1,0,ID12221
121,0.8979591836734694,0.8577617928590615,0.3333333333333333,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,1,ID12222
122,0.3673469387755102,0.2716088491460769,0.3333333333333333,1,0,0,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1,ID12223
123,0.3469387755102041,0.48203838915656294,0.3333333333333333,1,0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,1,ID12224
124,0.5918367346938775,0.6885843097300928,1.0,0,1,0,1,0,0,1,0,0,1,0,1,1,0,1,0,0,1,ID12225
125,0.5918367346938775,0.5849792543829235,0.6666666666666666,0,1,1,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,ID12226
126,0.3877551020408163,0.348329690898651,0.0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,ID12227
127,0.6122448979591837,0.6468057187113542,0.0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,1,0,1,0,ID12228
128,0.46938775510204084,0.15621355880465743,1.0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,ID12229
129,0.1836734693877551,0.2810950671150352,0.0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,1,ID12230
130,0.5102040816326531,0.3137212559250147,0.6666666666666666,0,1,1,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,ID12231
131,0.8775510204081632,0.6296950799514557,1.0,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,1,1,0,ID12232
132,0.6938775510204082,0.20135439722251522,0.6666666666666666,1,0,0,0,1,0,1,0,0,1,0,1,0,1,1,0,1,0,ID12233
133,0.9387755102040817,0.5406815588645378,0.0,1,0,0,0,1,0,0,1,0,1,1,0,0,1,1,0,1,0,ID12234
134,0.9795918367346939,0.9376022633396822,0.6666666666666666,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,ID12235
135,0.7142857142857143,0.45289833813093117,0.3333333333333333,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,1,ID12236
136,0.04081632653061224,0.155459892294517,0.6666666666666666,1,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,ID12237
137,0.7959183673469388,0.5883260154838893,0.0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1,ID12238
138,0.9591836734693877,0.6394067095935381,0.0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,1,0,1,0,ID12239
139,0.9387755102040817,0.8646308264400666,0.3333333333333333,1,0,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1,ID12240
140,0.6938775510204082,0.55201752911295,1.0,0,1,1,0,0,0,0,1,1,0,0,1,0,1,1,0,1,0,ID12241
141,0.5918367346938775,0.3058920718584883,0.0,1,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,1,0,ID12242
142,0.20408163265306123,0.21037946764645607,0.3333333333333333,1,0,0,0,0,1,0,1,0,1,1,0,1,0,0,1,1,0,ID12243
143,0.9387755102040817,0.7564297819408772,0.0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,ID12244
144,0.14285714285714285,0.23932852099486046,0.3333333333333333,0,1,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1,ID12245
145,0.8163265306122449,0.7947910631670615,0.0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1,ID12246
146,0.32653061224489793,0.26192475070071203,0.6666666666666666,0,1,0,0,0,1,0,1,0,1,1,0,0,1,1,0,1,0,ID12247
147,0.04081632653061224,0.23824964222349515,0.6666666666666666,1,0,1,0,0,0,1,0,1,0,0,1,0,1,1,0,1,0,ID12248
148,0.9183673469387755,0.35649957352455586,0.0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,1,0,1,0,ID12249
149,0.24489795918367346,0.3996530036793724,1.0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,1,0,1,0,ID12250
150,0.7142857142857143,0.3988477161753868,0.3333333333333333,0,1,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,1,ID12251
151,0.5102040816326531,0.5406196136719236,0.6666666666666666,0,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,ID12252
152,0.9183673469387755,0.8535460783617012,0.6666666666666666,0,1,0,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1,ID12253
153,0.30612244897959184,0.3397795336180862,0.3333333333333333,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1,ID12254
154,0.46938775510204084,0.31560886359995516,0.6666666666666666,0,1,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,ID12255
155,0.04081632653061224,0.05384998835946589,0.6666666666666666,1,0,0,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,ID12256
156,0.6530612244897959,0.3690606820268949,0.0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,ID12257
157,0.12244897959183673,0.26590128792658946,0.6666666666666666,0,1,0,1,0,0,0,1,0,1,0,1,0,1,1,0,1,0,ID12258
158,0.8571428571428571,0.28377763809519224,0.0,1,0,0,0,0,1,0,1,1,0,1,0,0,1,1,0,0,1,ID12259
159,0.5306122448979592,0.17725083449638301,0.3333333333333333,1,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,1,ID12260
160,0.10204081632653061,0.2385146299919007,0.6666666666666666,0,1,1,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,ID12261
161,0.4489795918367347,0.13701915259320646,0.0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,ID12262
162,0.6326530612244898,0.27005161583174586,1.0,1,0,0,0,0,1,1,0,1,0,1,0,0,1,1,0,1,0,ID12263
163,0.061224489795918366,0.04362266498886966,0.3333333333333333,1,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0,ID12264
164,0.4489795918367347,0.3422435757242985,0.0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,ID12265
165,0.16326530612244897,0.32792391203163196,0.3333333333333333,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0,1,ID12266
166,0.04081632653061224,0.07873406051253797,0.3333333333333333,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0,1,1,0,ID12267
167,0.12244897959183673,0.06106161326962386,0.3333333333333333,0,1,1,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,ID12268
168,0.3877551020408163,0.37327639652425526,0.0,1,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0,1,0,ID12269
169,0.7755102040816326,0.4991111725209749,0.0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,1,0,1,0,ID12270
170,0.6938775510204082,0.7598866678287126,0.0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,ID12271
171,0.08163265306122448,0.2531509024468179,0.6666666666666666,0,1,1,0,0,0,0,1,1,0,1,0,0,1,1,0,1,0,ID12272
172,0.3469387755102041,0.33265239506785493,1.0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,ID12273
173,0.32653061224489793,0.37829911922539605,0.3333333333333333,0,1,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,1,ID12274
174,1.0,0.6288106402569074,0.6666666666666666,1,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,1,ID12275
175,0.8163265306122449,0.8831679253298883,0.0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1,ID12276
176,0.4489795918367347,0.5599895312624482,0.0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,ID12277
177,0.46938775510204084,0.43163909216567103,0.0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,ID12278
178,0.5102040816326531,0.1762098111205042,0.0,0,1,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,ID12279
179,0.9183673469387755,0.5346539474832098,0.6666666666666666,0,1,1,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,ID12280
180,0.08163265306122448,0.21751004759627704,0.3333333333333333,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1,ID12281
181,0.8571428571428571,0.8886500748762516,0.0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,1,ID12282
182,0.9591836734693877,0.5625361669588128,0.0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,1,0,ID12283
183,0.6122448979591837,0.23232527282985774,0.6666666666666666,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,ID12284
184,0.40816326530612246,0.4234261920448951,0.0,1,0,1,0,0,0,1,0,0,1,0,1,1,0,0,1,1,0,ID12285
185,0.6326530612244898,0.4758714010918529,0.3333333333333333,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,ID12286
186,0.04081632653061224,0.2281869898232652,0.0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0,1,ID12287
187,0.6122448979591837,0.5058132982218805,0.3333333333333333,1,0,0,0,0,1,0,1,1,0,1,0,0,1,1,0,0,1,ID12288
188,0.40816326530612246,0.5136751755845088,0.6666666666666666,0,1,1,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,ID12289
189,0.46938775510204084,0.28877455029941035,0.0,1,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,1,0,ID12290
190,1.0,1.0,0.6666666666666666,1,0,0,0,1,0,0,1,0,1,0,1,0,1,1,0,0,1,ID12291
191,0.42857142857142855,0.17176352285063515,0.3333333333333333,0,1,1,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,ID12292
192,0.9387755102040817,0.7572918525380925,1.0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,1,0,0,1,ID12293
193,0.46938775510204084,0.19333077407917182,0.0,0,1,1,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,ID12294
194,0.7551020408163265,0.5364778892657412,0.6666666666666666,0,1,0,0,1,0,0,1,0,1,1,0,0,1,1,0,0,1,ID12295
195,0.6938775510204082,0.220691621516938,0.3333333333333333,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1,ID12296
196,0.24489795918367346,0.2372533570422823,0.0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,ID12297
197,0.6938775510204082,0.7520506009630069,0.6666666666666666,0,1,1,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,ID12298
198,0.16326530612244897,0.164700050192813,0.6666666666666666,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,1,1,0,ID12299
199,0.16326530612244897,0.2719529891050451,0.0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1,ID12300
200,0.5714285714285714,0.3624411499161417,0.3333333333333333,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,1,ID12301
201,0.5714285714285714,0.6299979231153476,0.0,1,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,1,0,ID12302
202,0.6938775510204082,0.20584886508663983,0.0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,1,0,1,0,ID12303
